0.094167404	0.378349	0.5786632	0.09615177	0.92639244	0.063932136	0.6609925	-0.23772132	0.123013355	0.45777544	0.44434184	0.61831206	-0.41879818	-0.0606188	-0.371781	0.26036417	-0.03534116	-0.2361455	-0.14867708	0.20957847	0.40616107	-0.22856453	0.19652419	0.6434349	0.21632768	0.9044104	-0.5600838	0.6067546	-0.44497457	-0.7378579	-0.032419715	-0.43636796	0.1183781	0.3242605	0.22503112	-0.22057086	-0.33351916	0.71140665	-0.07829531	-0.18235995	-0.09629057	-0.6634561	-0.279539	0.46495816	-0.85606396	-0.3663232	0.16563958	-0.4754912	-0.23352608	-0.031186981	-0.009865308	-0.021598091	-0.2345734	-0.31744254	0.80573905	-0.10166784	0.30096474	0.4321222	0.11344541	0.83371145	-0.4319087	0.38501695	0.031721223	-0.38811627
0.4555991	0.26045275	-0.069253154	0.54487526	0.40294248	0.24928619	0.38663614	0.38580683	-0.37640005	0.6746153	0.32827196	0.5345523	-0.10943038	-0.46482506	0.17208233	0.5315296	-0.5201911	-0.04870115	-0.81608725	0.17261991	0.47593513	0.049408752	0.122918084	-0.41277045	0.47079083	0.0453339	-0.1525706	-0.36152714	0.4815618	-0.61598665	0.49858588	-0.7590078	0.41898593	-0.19903983	0.03956116	0.6169253	0.32203272	-0.50093466	0.72865665	-0.5307645	-0.61334074	-0.61263293	-0.24688494	0.9424141	0.8982656	-0.32911804	0.23235393	0.9154986	0.35067314	0.3760031	-0.081526645	-0.15804687	-0.32121712	-0.58674556	0.58826154	0.19043207	0.1281821	-0.058976643	0.114993006	0.44062316	-0.6669627	-0.09009366	-0.07450584	-0.40456915
0.14808182	0.65975994	-0.19026208	-0.95488334	0.25488558	-0.08893055	0.5303908	0.107874505	-0.20748433	0.21730237	0.44839197	-0.0006968907	-0.33293968	-0.57038146	0.15447596	0.4543649	-0.37773758	-0.4634321	0.5469628	0.4698512	0.5324613	-0.5616982	0.35231832	0.0791852	-0.07320997	-0.694955	-0.54672986	0.16967884	0.91693974	0.05601327	0.5921499	-0.39569739	-0.5319609	0.12562673	0.46306846	-0.73160064	-0.4123398	0.6679867	0.42216328	-0.33245376	-0.18611628	-0.34818238	-0.22119763	0.4222681	0.5225694	-0.5005103	0.15226376	0.77049094	-0.014977835	0.43564916	-0.8926278	-0.32577512	-0.4700355	-0.50691116	0.39035362	-0.02393451	0.9755787	-0.011272166	-0.03257945	-0.65848386	-0.36487752	-0.5431329	0.16302872	-0.006793617
-0.04056937	0.5252442	0.9124218	-0.42771438	0.4859353	0.1778146	0.5125694	0.34098402	-0.28831533	0.13687049	0.19560097	0.4190695	-0.3762276	-0.47792697	0.33721295	0.18519476	-0.19398019	-0.8040869	-0.6547101	0.46033537	-1.0647593	0.021890245	0.04163706	-0.45609042	0.38754004	0.26398644	-0.27234164	-0.920047	-0.2720453	-0.15479845	0.2844691	-0.10656711	-1.2268796	-0.07252439	-0.61377597	0.539463	-0.38686195	0.51620096	0.2683594	-0.21719752	-0.5172496	-0.041411147	0.025504807	0.07978212	-0.6026391	-0.68859905	0.48463738	0.36031216	0.5973087	-0.087734096	-0.25369462	-0.60498303	-0.49498644	-0.13327198	-0.9632065	0.42503178	0.58652776	0.02920834	0.7645318	1.0563085	-0.41269335	-0.7849508	1.0077493	0.15194689
0.20930451	0.48815727	0.48153073	-0.46239644	-0.40375397	-0.16661005	0.041191544	1.0872383	-0.15306394	0.41735622	0.19463974	0.13318656	-0.2556528	-0.06495009	0.6578718	0.096280284	-0.4832582	-0.23368822	0.6313026	0.40112045	-1.125509	-0.4949298	0.18837073	-0.66048354	0.21595494	0.717212	-0.6522853	-0.3919524	-0.5051731	-0.39396054	0.7178566	-0.17167339	-1.0671325	1.0039272	0.1303834	0.24774255	0.017071925	0.14599133	-0.37858453	-0.17967275	0.3217092	-0.60000455	-0.8165456	0.121204264	0.16281225	-0.10612619	0.4936323	1.2802291	0.059729215	1.1636293	-0.6683717	0.05872706	-0.30565342	-0.29960242	-0.3477999	0.40860122	-0.058439374	0.17067741	-0.3483586	0.39796615	-0.14703047	0.31738964	0.9912061	-0.13368806
0.60030675	-0.31572387	0.8078396	-0.910362	0.42391828	-0.7924657	0.1460817	0.3838098	-0.35095504	0.44687632	-0.27574167	0.86835945	-0.47332293	-0.7647594	0.3348132	-0.09440086	-0.17442161	-0.7179345	0.19370043	0.09752788	-0.47128534	-0.34316534	0.7743565	0.14603342	0.12650374	0.23696768	0.1779875	-0.62018186	-0.65833724	-0.50949854	-0.36394283	-0.24718721	-0.6464231	0.6846159	-0.64131975	-0.23609369	0.07351768	0.09247676	-0.46260464	-0.8271486	-0.2753997	-0.1720528	0.039763592	0.571624	0.30825448	-0.18447068	0.19423129	0.9238347	0.64943355	0.53665483	-0.3757281	-0.71568584	-0.15683746	0.18385018	0.63219106	0.47773176	0.35042268	0.16697598	0.1606751	0.08009923	-0.103441596	0.19101778	0.8704333	0.7080319
-0.00799035	0.4352264	1.0124862	-0.78790236	0.5317508	0.11832262	0.037855547	0.38184628	0.2623153	0.40638858	0.5147166	0.50466764	-0.11485705	-0.40078053	0.26803756	0.111211546	-0.21721867	-0.7296389	-0.8467753	0.3576437	-0.62453794	-0.075449355	0.32737297	-0.42108467	0.47334772	0.7845276	-0.4282642	-0.6031519	-0.30632448	-0.012212862	0.31452098	-0.21543954	-1.1393536	0.15798238	0.18740642	0.31491116	-0.16681105	0.37204507	0.17555143	0.2559524	-0.62510115	-0.29721388	-0.01889647	-0.14953843	-0.92824215	-0.8279306	0.33093873	0.18099597	0.25480217	-0.09479771	-0.55122334	-0.6316076	-0.38381714	-0.19518216	-1.0909694	0.44263506	0.8187143	-0.1065374	0.7770854	1.2916498	-0.156013	-0.73604304	1.1200625	0.51567364
0.55098957	-0.0036225317	-0.07727922	-0.050426293	0.15654314	-0.17375098	0.74386746	0.43410975	-0.6648409	0.09297294	0.57310015	0.1515973	-0.60893154	-0.27405006	0.46647483	0.076270275	-0.6054687	-0.2633739	-0.5757131	-0.123611934	-0.65248775	-0.044715635	0.0036752191	-0.51975584	0.92672	0.023277327	-0.297864	-0.25392038	-0.11877147	-0.015003352	0.016691003	0.64777094	-0.48465183	0.30725282	0.6176215	-0.014889626	-0.3521637	0.50386685	-0.09168663	-0.5517417	-0.29040748	-0.3958141	0.03374809	0.5236779	0.27714816	0.17335129	-0.017738156	1.1542777	0.82136506	-0.23933741	0.11659092	-0.4191352	0.17484656	-0.19636042	0.35933894	0.60408366	0.15508373	0.39632174	0.54325384	-1.0226271	-0.79309833	0.07340329	0.026350433	-0.21527663
0.2399394	0.5500197	0.07952145	-0.26098272	0.55417544	0.5301425	0.62226105	0.5433248	0.38716444	0.14955172	0.75325894	0.27000976	-0.22148365	-0.28631893	-0.52997094	0.50604415	-0.24283142	-0.22681321	0.04347313	0.0064997617	0.61391383	0.38306755	0.18326022	0.46946567	0.6691665	0.33955127	-0.80721766	0.48191378	-0.6712736	0.33566025	-0.061672363	-0.50359637	-0.2949472	0.8366054	0.4812321	0.4063608	-0.6868756	0.60907435	0.048109952	-0.63770604	-0.68103933	-0.5605997	-0.4979061	1.1130584	-0.33093575	-0.97087514	0.53683686	0.8783538	-0.313197	0.61160576	-0.03610358	-0.4542922	-0.36205927	-0.5019526	0.18805376	0.23004912	-0.65292335	0.07764205	0.25916448	-0.43017524	-0.4602476	0.44996956	-1.1176915	0.21736814
0.85870415	-0.20855394	0.020723669	-0.32457936	-0.091288134	-0.35074615	0.04279567	0.68971187	-0.3498866	-0.12788406	0.28977537	0.24853	-0.2727	-0.74099463	0.9072275	-0.21120065	0.009465704	-1.1999797	0.052884977	0.38242453	-0.064531706	-0.03763674	0.23520978	0.3256197	0.22391798	0.15272677	-0.4752049	0.06700717	-0.055068504	0.13690606	0.95762646	-0.15417936	-0.42580146	0.4978356	-0.10672812	-0.8061049	-0.6679561	-0.11655	-0.32075498	-0.26754954	-0.43106362	-0.2353834	0.21908753	-0.12628177	0.84486926	-1.0246385	0.23823875	1.3435733	0.23396096	0.6802255	-0.39553618	-0.30963814	-0.5329418	-0.36634734	0.014669805	0.55145544	0.5119371	0.06762826	-0.077911474	-0.79250836	0.045075707	-0.33735195	-0.4066096	-0.40085462
