,address.houseNumber,street,city,state,zip,address.zipPlus4,sold_month,building.fullBathroomCount,lot.lotDepthFeet,mls.lotSizeSquareFeet,mls.bedroomCount,mls.floorCount,mls.bathroomCount,building.buildingQualityCode,assessment.totalAssessedValue,sale.priorSale.price,bedrooms_tagged,living_area_tagged,Bathroom_max_tagged,Bathroom_min_tagged,Bathroom_std_tagged,Bathroom_mean_tagged,Floor_max_tagged,Floor_min_tagged,Floor_std_tagged,Floor_mean_tagged,Walls_max_tagged,Walls_min_tagged,Walls_std_tagged,Walls_mean_tagged,Outview_tagged,Outview_std_tagged,Kitchen_level_tagged,Kitchen_level_std_tagged,general.propertyTypeDetail,assessment.assessmentYear,sale.lastSale.saleDate,sale.priorSale.saleDate,building.yearBuilt,sale.lastSale.price,building.styleCode,building.roofCover,building.exteriorWalls,building.heatSource,building.heatSourceCode,AC,Fireplace,SolarHeat,EvaporativeCooler,AttachedGarage,SpaorHotTub,Spa,Pool,Garage,hoa_type,hoa_amount
237,2666,2666 w ave 32,glassell park,ca,90065,2114,april,1.0,1500.0,5997.0,2.0,1.0,1.0,7.0,477374.1408724005,848167.8315893959,2.0,1448.0,2.0,2.0,0.0,2.0,5.0,2.0,1.0,4.0,5.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,Single Family,2021,2017,2016,1911,983803.5140312769,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,2,1,0,0,0,0,0,0,0,HOA,700.0
238,2666,2666 w ave 32,los angeles,ca,90065,2114,july,1.0,1500.0,5997.0,2.0,1.0,1.0,7.0,470006.8164869818,837273.8184668649,2.0,1448.0,4.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,5.0,3.0,1.0,5.0,1.0,Single Family,2021,2017,2016,1911,974600.9846349309,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,1,0,0,0,0,0,0,0,HOA,700.0
239,2793,2793 estara ave,los angeles,ca,90065,2227,april,1.0,,7495.0,3.0,1.0,2.0,7.0,829323.2296272787,851036.7009149321,3.0,1413.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,Single Family,2021,2021,2020,1921,1143121.2084051678,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,1,0,0,0,0,0,0,0,,
239,2793,2793 estara ave,los angeles,ca,90065,2227,april,1.0,,7495.0,3.0,1.0,2.0,7.0,829323.2296272787,851036.7009149321,3.0,1413.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,Single Family,2021,2021,2020,1921,1143121.2084051678,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,1,0,0,0,0,0,0,0,,
241,3660,3660 verdugo vista ter,los angeles,ca,90065,4342,march,2.0,,4599.0,2.0,1.0,2.0,1.0,718680.1738410596,770222.0780452477,2.0,1420.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,0.0,Single Family,2021,2021,2014,1956,1395869.2596403263,15.0,Gravel/Rock,Stucco,Central,3.0,2,1,0,0,0,0,0,0,0,HOA,200.0
241,3660,3660 verdugo vista ter,los angeles,ca,90065,4342,march,2.0,,4599.0,2.0,1.0,2.0,1.0,718680.1738410596,770222.0780452477,2.0,1420.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,0.0,Single Family,2021,2021,2014,1956,1395869.2596403263,15.0,Gravel/Rock,Stucco,Central,3.0,2,1,0,0,0,0,0,0,0,HOA,200.0
243,3770,3770 cazador st,los angeles,ca,90065,3427,june,2.0,820.0,4946.0,3.0,1.0,2.0,4.0,1051646.8484944683,1092845.5186007973,3.0,1460.0,5.0,5.0,0.0,5.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,5.0,1.0,Single Family,2021,2021,2017,1964,1496182.6683692033,21.0,Gravel/Rock,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,HOA,500.0
244,3770,3770 cazador st,los angeles,ca,90065,3427,april,2.0,820.0,4946.0,3.0,1.0,2.0,4.0,1063435.573815724,1102108.9998957973,3.0,1460.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,0.0,Single Family,2021,2021,2017,1964,1512954.5405362519,21.0,Gravel/Rock,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,HOA,500.0
244,3770,3770 cazador st,los angeles,ca,90065,3427,april,2.0,820.0,4946.0,3.0,1.0,2.0,4.0,1063435.573815724,1102108.9998957973,3.0,1460.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,0.0,Single Family,2021,2021,2017,1964,1512954.5405362519,21.0,Gravel/Rock,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,HOA,500.0
245,3770,3770 cazador st,los angeles,ca,90065,3427,october,2.0,820.0,4946.0,3.0,1.0,2.0,4.0,1033423.3651992572,1086386.6666666667,3.0,1460.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,Single Family,2021,2021,2017,1964,1470256.0372927694,21.0,Gravel/Rock,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,HOA,500.0
246,3801,3801 roderick rd,los angeles,ca,90065,3738,july,2.0,800.0,4705.0,3.0,1.0,2.0,9.0,1087966.7269463502,864262.1870882742,3.0,1402.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,5.0,0.0,Single Family,2021,2017,2015,1931,1133744.6897208877,12.0,Tile,Stucco,Floor/Wall,6.0,0,1,0,0,0,0,0,0,0,,
247,3801,3801 roderick rd,glassell park,ca,90065,3738,march,2.0,800.0,4705.0,3.0,1.0,2.0,9.0,1109944.5787202746,873948.9711760104,3.0,1402.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,0.0,Single Family,2021,2017,2015,1931,1146913.6831366627,12.0,Tile,Stucco,Floor/Wall,6.0,0,1,0,0,0,0,0,0,0,,
248,3831,3831 scandia way,los angeles,ca,90065,3611,august,2.0,980.0,4902.0,2.0,1.0,2.0,4.0,902184.2403794739,932591.0790968279,2.0,1470.0,5.0,1.0,1.0,3.0,5.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,Single Family,2021,2021,2018,1949,1265386.4676990414,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,2,1,0,0,0,0,0,0,0,HOA,50.0
249,3831,3831 scandia way,glassell park,ca,90065,3611,may,2.0,980.0,4902.0,2.0,1.0,2.0,4.0,914303.0268474922,939739.9062452746,2.0,1470.0,2.0,2.0,0.0,2.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,Single Family,2021,2021,2018,1949,1282384.047256754,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,2,1,0,0,0,0,0,0,0,HOA,50.0
250,4546,4546 verdugo rd,los angeles,ca,90065,4932,june,2.0,1250.0,7479.0,3.0,1.0,2.0,7.0,1071802.0914625882,832960.9780498858,3.0,1402.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,Single Family,2021,2018,2014,1946,1104970.8167446177,15.0,Composition Shingle,Stucco,Central,3.0,2,1,0,0,0,0,0,0,0,PUD,
252,4659,4659 cleland ave,los angeles,ca,90065,4132,january,2.0,,5663.0,3.0,2.0,2.0,9.0,1342354.0639033886,853449.1891531331,3.0,1374.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,Single Family,2021,2018,2018,1958,1402095.0964658612,15.0,Gravel/Rock,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,PUD,2200.0
252,4659,4659 cleland ave,los angeles,ca,90065,4132,january,2.0,,5663.0,3.0,2.0,2.0,9.0,1342354.0639033886,853449.1891531331,3.0,1374.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,Single Family,2021,2018,2018,1958,1402095.0964658612,15.0,Gravel/Rock,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,PUD,2200.0
253,4659,4659 cleland ave,los angeles,ca,90065,4132,december,2.0,,5663.0,3.0,2.0,2.0,9.0,1280841.583365506,832214.1873278237,3.0,1374.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,5.0,0.0,Single Family,2021,2018,2018,1958,1367209.0220385673,15.0,Gravel/Rock,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,PUD,2200.0
254,1121,1121 s wilton pl,los angeles,ca,90019,3541,december,4.0,740.0,4443.0,3.0,2.0,4.0,1.0,1621111.887892985,1683101.4004609114,3.0,2900.0,5.0,2.0,1.0,4.0,3.0,3.0,0.0,3.0,5.0,3.0,1.0,5.0,3.0,1.0,4.0,1.0,Single Family,2021,2020,2017,1923,1703013.3292410225,15.0,Roll Composition,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,HOA,300.0
255,1121,1121 s wilton pl,los angeles,ca,90019,3541,may,4.0,740.0,4443.0,3.0,2.0,4.0,1.0,1672674.8442479402,1706421.0427517015,3.0,2900.0,5.0,4.0,1.0,4.0,3.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,2.0,0.0,5.0,0.0,Single Family,2021,2020,2017,1923,1721004.124465057,15.0,Roll Composition,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,HOA,300.0
256,1174,1174 s victoria ave,los angeles,ca,90019,3153,january,3.0,1720.0,8712.0,5.0,2.0,4.0,4.0,86900.97143648665,1472437.084451184,5.0,2790.0,5.0,4.0,1.0,4.0,3.0,3.0,0.0,3.0,5.0,3.0,1.0,4.0,3.0,1.0,4.0,0.0,Single Family,2021,2021,2021,1922,2084064.7964539833,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,2,0,0,0,0,0,0,0,0,,
257,1174,1174 s victoria ave,los angeles,ca,90019,3153,february,3.0,1720.0,8712.0,5.0,2.0,4.0,4.0,86647.97864336676,1468150.4123400343,5.0,2790.0,5.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,3.0,0.0,3.0,1.0,Single Family,2021,2021,2021,1922,2077997.5066966638,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,0,0,0,0,0,0,0,0,,
258,1239,1239 s sycamore ave,los angeles,ca,90019,1534,april,3.0,,265646304.0,5.0,2.0,5.0,4.0,2408099.1376263266,2449826.906206041,5.0,3330.0,5.0,4.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,0.0,5.0,3.0,1.0,4.0,0.0,Single Family,2021,2022,2019,1925,2736190.937448139,,,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,PUD,100.0
258,1239,1239 s sycamore ave,los angeles,ca,90019,1534,april,3.0,,265646304.0,5.0,2.0,5.0,4.0,2408099.1376263266,2449826.906206041,5.0,3330.0,5.0,4.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,0.0,5.0,3.0,1.0,4.0,0.0,Single Family,2021,2022,2019,1925,2736190.937448139,,,Stucco,Central,3.0,0,0,0,0,0,0,0,0,0,PUD,100.0
260,1253,1253 masselin ave,los angeles,ca,90019,2544,august,2.0,1180.0,6098.0,3.0,2.0,3.0,1.0,1912183.8091511417,1999704.4110108772,3.0,2692.0,5.0,5.0,0.0,5.0,3.0,3.0,0.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,Single Family,2021,2021,2019,1927,2393230.928039491,,,Stucco,Floor/Wall,6.0,2,1,0,0,0,0,0,0,0,PUD,300.0
260,1253,1253 masselin ave,los angeles,ca,90019,2544,august,2.0,1180.0,6098.0,3.0,2.0,3.0,1.0,1912183.8091511417,1999704.4110108772,3.0,2692.0,5.0,5.0,0.0,5.0,3.0,3.0,0.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,Single Family,2021,2021,2019,1927,2393230.928039491,,,Stucco,Floor/Wall,6.0,2,1,0,0,0,0,0,0,0,PUD,300.0
262,1614,1614 wellington rd,los angeles,ca,90019,5940,february,3.0,1490.0,8948.0,5.0,2.0,4.0,1.0,1459489.4542536992,1481234.6753745384,5.0,3879.0,5.0,4.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,0.0,Single Family,2021,2021,2019,1922,2653964.2069223695,15.0,Composition Shingle,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,HOA,100.0
262,1614,1614 wellington rd,los angeles,ca,90019,5940,february,3.0,1490.0,8948.0,5.0,2.0,4.0,1.0,1459489.4542536992,1481234.6753745384,5.0,3879.0,5.0,4.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,0.0,Single Family,2021,2021,2019,1922,2653964.2069223695,15.0,Composition Shingle,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,HOA,100.0
264,1623,1623 s spaulding ave,los angeles,ca,90019,3845,september,6.0,1250.0,6381.0,5.0,2.0,5.0,9.0,2491328.0104601327,2302949.4948297124,5.0,3245.0,5.0,4.0,1.0,5.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,5.0,1.0,Single Family,2021,2020,2017,2016,2588275.220053018,13.0,Composition Shingle,Stucco,Central,3.0,2,0,0,0,0,0,0,0,0,PUD,200.0
264,1623,1623 s spaulding ave,los angeles,ca,90019,3845,september,6.0,1250.0,6381.0,5.0,2.0,5.0,9.0,2491328.0104601327,2302949.4948297124,5.0,3245.0,5.0,4.0,1.0,5.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,5.0,1.0,Single Family,2021,2020,2017,2016,2588275.220053018,13.0,Composition Shingle,Stucco,Central,3.0,2,0,0,0,0,0,0,0,0,PUD,200.0
266,1643,1643 buckingham rd,los angeles,ca,90019,5904,april,7.0,1450.0,8700.0,8.0,3.0,7.0,1.0,1825997.1627509398,1874248.4502021647,8.0,4836.0,5.0,4.0,1.0,4.0,3.0,3.0,0.0,3.0,5.0,5.0,0.0,5.0,3.0,1.0,4.0,0.0,Single Family,2021,2021,2018,1997,2073308.0740681966,5.0,Wood Shake/ Shingles,Stucco,Central,3.0,0,0,0,0,0,0,0,1,0,HOA,100.0
266,1643,1643 buckingham rd,los angeles,ca,90019,5904,april,7.0,1450.0,8700.0,8.0,3.0,7.0,1.0,1825997.1627509398,1874248.4502021647,8.0,4836.0,5.0,4.0,1.0,4.0,3.0,3.0,0.0,3.0,5.0,5.0,0.0,5.0,3.0,1.0,4.0,0.0,Single Family,2021,2021,2018,1997,2073308.0740681966,5.0,Wood Shake/ Shingles,Stucco,Central,3.0,0,0,0,0,0,0,0,1,0,HOA,100.0
268,1748,1748 s ogden dr,los angeles,ca,90019,5035,november,4.0,1210.0,4792.0,4.0,2.0,4.0,2.0,1900256.5643467878,1461334.2841676488,4.0,2686.0,5.0,5.0,0.0,5.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,5.0,1.0,Single Family,2021,2018,2018,1933,2026781.1826945597,15.0,Roll Composition,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,HOA,100.0
268,1748,1748 s ogden dr,los angeles,ca,90019,5035,november,4.0,1210.0,4792.0,4.0,2.0,4.0,2.0,1900256.5643467878,1461334.2841676488,4.0,2686.0,5.0,5.0,0.0,5.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,5.0,1.0,Single Family,2021,2018,2018,1933,2026781.1826945597,15.0,Roll Composition,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,HOA,100.0
269,1748,1748 s ogden dr,los angeles,ca,90019,5035,march,4.0,1210.0,4792.0,4.0,2.0,4.0,2.0,1971027.0567659803,1484617.55230354,4.0,2686.0,5.0,4.0,0.0,5.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Single Family,2021,2018,2018,1933,2059073.6500928286,15.0,Roll Composition,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,HOA,100.0
270,1748,1748 s ogden dr,los angeles,ca,90019,5035,december,4.0,1210.0,4792.0,4.0,2.0,4.0,2.0,1892305.5341360853,1456374.8278236913,4.0,2686.0,4.0,4.0,0.0,4.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,Single Family,2021,2018,2018,1933,2019902.720385675,15.0,Roll Composition,Stucco,Central,3.0,3,1,0,0,0,0,0,0,0,HOA,100.0
271,1817,1817 cochran pl,los angeles,ca,90019,5223,november,2.0,780.0,6084.0,3.0,1.0,2.0,9.0,1515507.7156418962,1139244.2786776363,3.0,2912.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,Single Family,2021,2018,2018,1949,1616414.6571813587,15.0,Wood Shake/ Shingles,Stucco,Floor/Wall,6.0,3,1,0,0,0,0,0,0,0,HOA,100.0
271,1817,1817 cochran pl,los angeles,ca,90019,5223,november,2.0,780.0,6084.0,3.0,1.0,2.0,9.0,1515507.7156418962,1139244.2786776363,3.0,2912.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,Single Family,2021,2018,2018,1949,1616414.6571813587,15.0,Wood Shake/ Shingles,Stucco,Floor/Wall,6.0,3,1,0,0,0,0,0,0,0,HOA,100.0
273,1818,1818 s victoria ave,los angeles,ca,90019,5932,august,3.0,1490.0,22216.0,6.0,3.0,6.0,1.0,2805856.9501152653,2189460.2458286323,6.0,5084.0,5.0,4.0,0.0,5.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,5.0,0.0,Single Family,2021,2020,2017,1914,2903801.68287731,13.0,Composition Shingle,Stucco,Central,3.0,2,1,0,0,0,0,0,0,0,PUD,100.0
273,1818,1818 s victoria ave,los angeles,ca,90019,5932,august,3.0,1490.0,22216.0,6.0,3.0,6.0,1.0,2805856.9501152653,2189460.2458286323,6.0,5084.0,5.0,4.0,0.0,5.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,5.0,0.0,Single Family,2021,2020,2017,1914,2903801.68287731,13.0,Composition Shingle,Stucco,Central,3.0,2,1,0,0,0,0,0,0,0,PUD,100.0
274,1818,1818 s victoria ave,los angeles,ca,90019,5932,october,3.0,1490.0,22216.0,6.0,3.0,6.0,1.0,2777150.2926641195,2185048.888888889,5.0,5084.0,5.0,4.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,Single Family,2021,2020,2017,1914,2902227.5414447607,13.0,Composition Shingle,Stucco,Central,3.0,2,1,0,0,0,0,0,0,0,PUD,100.0
275,1818,1818 s victoria ave,los angeles,ca,90019,5932,august,3.0,1490.0,22216.0,6.0,3.0,6.0,1.0,2805856.9501152653,2189460.2458286323,7.0,5084.0,5.0,4.0,1.0,4.0,3.0,2.0,1.0,3.0,5.0,2.0,2.0,4.0,3.0,1.0,5.0,1.0,Single Family,2021,2020,2017,1914,2903801.68287731,13.0,Composition Shingle,Stucco,Central,3.0,2,1,0,0,0,0,0,0,0,PUD,100.0
276,1818,1818 wellington rd,los angeles,ca,90019,5944,february,2.0,1490.0,9148.0,5.0,2.0,3.0,1.0,2096124.6469031791,1881996.9302928618,5.0,3054.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,3.0,0.0,5.0,1.0,Single Family,2021,2019,2015,1920,2127355.3830538625,5.0,Wood Shake/ Shingles,Stucco,Central,3.0,2,1,0,0,0,0,0,0,0,HOA,100.0
277,1818,1818 wellington rd,los angeles,ca,90019,5944,april,2.0,1490.0,9148.0,5.0,2.0,3.0,1.0,2080089.4725310002,1875948.2023169484,5.0,3054.0,5.0,4.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,0.0,Single Family,2021,2019,2015,1920,2116133.4571113093,5.0,Wood Shake/ Shingles,Stucco,Central,3.0,2,1,0,0,0,0,0,0,0,HOA,100.0
278,473,473 quail dr,los angeles,ca,90065,5033,june,3.0,,3978.0,3.0,2.0,3.0,4.0,1159176.9427284338,1228679.424867563,3.0,1635.0,5.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,5.0,0.0,Single Family,2021,2021,2017,2010,1662425.1870768927,,,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,PUD,500.0
279,473,473 quail dr,los angeles,ca,90065,5033,july,3.0,,3978.0,3.0,2.0,3.0,4.0,1154080.9176183578,1227503.771787033,3.0,1635.0,5.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,5.0,0.0,Single Family,2021,2021,2017,2010,1655116.7597051181,,,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,PUD,500.0
280,559,559 milton ct,los angeles,ca,90065,5027,august,2.0,990.0,6941.0,3.0,2.0,2.0,1.0,949720.9587947207,1018990.4551231914,3.0,1520.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Single Family,2021,2021,2016,1965,1474450.3188841005,,Wood Shake/ Shingles,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,PUD,500.0
281,559,559 milton ct,mount washington,ca,90065,5027,september,2.0,990.0,6941.0,3.0,2.0,2.0,1.0,945192.3257408085,1016278.689457069,3.0,1520.0,5.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Single Family,2021,2021,2016,1965,1467419.5753919026,,Wood Shake/ Shingles,Stucco,Central,3.0,0,1,0,0,0,0,0,0,0,PUD,500.0
282,2516,2516 w ave 34,los angeles,ca,90065,2806,may,3.0,1300.0,5190.0,3.0,1.0,3.0,7.0,975632.2075701242,685924.0621522631,3.0,1596.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,Single Family,2021,2016,2012,1923,1023759.2201341785,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,1,0,0,0,0,0,0,0,HOA,
283,2516,2516 w ave 34,los angeles,ca,90065,2806,september,3.0,1300.0,5190.0,3.0,1.0,3.0,7.0,958109.9983611987,680011.4782872787,3.0,1596.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,0.0,Single Family,2021,2016,2012,1923,1009966.3994604412,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,1,0,0,0,0,0,0,0,HOA,
284,907,907 alegre pl,los angeles,ca,90065,4201,august,2.0,,7405.0,3.0,1.0,2.0,1.0,1473048.4907451016,1540469.9677845421,3.0,1601.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,5.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,Single Family,2021,2021,2019,1955,1925588.1030202804,15.0,Gravel/Rock,Stucco,Central,3.0,0,1,0,0,0,0,0,1,0,,
285,907,907 alegre pl,los angeles,ca,90065,4201,july,2.0,,7405.0,3.0,1.0,2.0,1.0,1477165.2261686625,1541404.281526464,3.0,1601.0,5.0,1.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,Single Family,2021,2021,2019,1955,1930969.5529893043,15.0,Gravel/Rock,Stucco,Central,3.0,0,1,0,0,0,0,0,1,0,,
286,2826,2826 delevan dr,los angeles,ca,90065,4638,march,2.0,,5503.0,4.0,1.0,2.0,9.0,771803.1304795166,624214.7623810181,4.0,1552.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,0.0,5.0,0.0,Single Family,2021,2015,2014,1961,811524.0446634381,15.0,Gravel/Rock,Stucco,Central,3.0,2,0,0,0,0,0,0,0,0,HOA,202.0
287,2826,2826 delevan dr,los angeles,ca,90065,4638,may,2.0,,5503.0,4.0,1.0,2.0,9.0,764546.2178088485,622133.5458701405,4.0,1552.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,Single Family,2021,2015,2014,1961,808992.0417413302,15.0,Gravel/Rock,Stucco,Central,3.0,2,0,0,0,0,0,0,0,0,HOA,202.0
288,2844,2844 palmer dr,eagle rock,ca,90065,5236,february,2.0,850.0,4792.0,3.0,2.0,3.0,4.0,1035841.1006153299,1081467.3090535093,3.0,1552.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,5.0,1.0,Single Family,2021,2022,2018,1956,1225827.947472419,15.0,Composition Shingle,Stucco,Central,3.0,2,1,0,0,0,0,0,0,0,,
289,2844,2844 palmer dr,los angeles,ca,90065,5236,august,2.0,850.0,4792.0,3.0,2.0,3.0,4.0,1009232.6345386362,1064110.3338412521,3.0,1552.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,0.0,4.0,1.0,Single Family,2021,2022,2018,1956,1173486.7293255306,15.0,Composition Shingle,Stucco,Central,3.0,2,1,0,0,0,0,0,0,0,,
290,3811,3811 brilliant dr,los angeles,ca,90065,3550,november,1.0,1350.0,11579.0,2.0,1.0,1.0,7.0,1172104.8660882686,1130893.7970538212,3.0,1502.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,3.0,1.0,3.6666666666666665,1.0,Single Family,2021,2020,2018,1937,1364374.8399136448,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,1,0,0,0,0,0,1,0,HOA,100.0
291,3811,3811 brilliant dr,los angeles,ca,90065,3550,april,1.0,1350.0,11579.0,2.0,1.0,1.0,7.0,1210363.6324290012,1146314.5359946142,2.0,1502.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,3.0,1.0,4.0,0.0,Single Family,2021,2020,2018,1937,1380059.514997187,15.0,Composition Shingle,Stucco,Floor/Wall,6.0,0,1,0,0,0,0,0,1,0,HOA,100.0
292,3920,3920 toland way,los angeles,ca,90065,3643,june,2.0,,6153.0,3.0,,2.0,4.0,1047336.7341261067,785490.1240771521,3.0,1528.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,Single Family,2021,2018,2018,1954,1079748.6567971862,,,Stucco,Central,3.0,2,1,0,0,0,0,0,1,0,HOA,50.0
293,3920,3920 toland way,los angeles,ca,90065,3643,february,2.0,,6153.0,3.0,,2.0,4.0,1067241.4498958702,794696.2023831405,3.0,1528.0,4.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,Single Family,2021,2018,2018,1954,1092403.4953248368,,,Stucco,Central,3.0,2,1,0,0,0,0,0,1,0,HOA,50.0
